Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Samadhan,1980.0,128.0,269,7.3,6.0,1076,668,Rabi Ghosh,Uttam Kumar
Samadhi,1950.0,165.0,269,6.9,34.0,2181,377,Nalini Jaywant,Kuldip Kaur
Samadhi,1972.0,139.0,50,6.6,110.0,1868,369,Dharmendra,Jaya Bachchan
Samaj Ko Badal Dalo,1970.0,162.0,269,6.2,14.0,2948,2070,Parikshit Sahni,Pran
Samar,1998.0,126.0,269,7.5,31.0,2662,1710,Rajit Kapoor,Ravi Jhankal
Samarasimha Reddy,1999.0,148.0,39,7.1,466.0,848,1392,Simran,Anjala Zaveri
Samarat Prithviraj Chauvan,1959.0,145.0,118,6.7,9.0,926,1510,Anita Guha,Ulhas
Samay Ki Dhaara,1986.0,0.0,269,6.8,11.0,2681,2085,Shabana Azmi,Vinod Mehra
Samay: When Time Strikes,2003.0,136.0,237,6.9,1830.0,2268,2301,Lucy Bartholomew,Tushar Dalvi
'Sambandh',1969.0,0.0,282,6.6,16.0,141,583,Anjana Mumtaz,Sulochana Latkar
Sambaram,2003.0,0.0,269,6.0,61.0,628,754,Banerjee,Venu Madhav
Sameer,2017.0,129.0,269,5.4,219.0,618,1318,Master Shubham Bajrange,Jay Bhatt
Sameera,1981.0,0.0,282,3.8,5.0,3044,1305,Parikshit Sahni,Shabana Azmi
Samjhauta,1973.0,0.0,282,6.1,11.0,141,249,Yogeeta Bali,Pradeep Kumar
Sampark,1979.0,128.0,269,6.7,7.0,979,1164,Girish Karnad,Mazhar Khan
Sampoorna Mahabharat,1983.0,155.0,6,7.8,10.0,459,917,Arvind Kumar,Dinesh Mehta
Sampoorna Ramayana,1961.0,183.0,275,7.4,49.0,459,1177,Anita Guha,Sulochana Latkar
Samraat,1982.0,161.0,4,5.8,146.0,1568,632,Jeetendra,Hema Malini
Samrajyam,2009.0,0.0,35,4.2,9.0,2984,2249,Priyanka Kothari,Malavikka
Samrat & Co.,2014.0,125.0,408,6.2,1227.0,1266,1694,Madalsa Sharma,Gopal Datt
Samrat Chandragupt,1958.0,105.0,106,6.1,15.0,459,1464,Bharat Bhushan,B.M. Vyas
Samson,1964.0,138.0,2,6.0,20.0,1659,576,Ameeta,Feroz Khan
Samudram,1999.0,0.0,29,6.6,99.0,1331,875,Tanikella Bharani,Devadas Kanakala
Samundar,1986.0,144.0,29,5.5,139.0,2006,2271,Poonam Dhillon,Anupam Kher
Samundari Daku,1956.0,0.0,1,6.4,5.0,18,1407,Nadira,Johnny Walker
Sanam,1951.0,0.0,180,6.7,17.0,1665,617,Suraiya,Meena Kumari
Sanam,1997.0,152.0,50,4.8,87.0,430,1970,Vivek Mushran,Manisha Koirala
Sanam Bewafa,1991.0,160.0,327,5.4,1212.0,2357,1940,Chandni,Kanchan
Sanam Harjai,1995.0,0.0,327,4.8,16.0,2357,820,Saadhika,Simran
Sanam Hum Aapke Hain...,2009.0,0.0,327,5.5,12.0,125,722,Gagan Kang,Jeet Goswami
Sanam Re,2016.0,120.0,327,3.2,2936.0,741,1836,Pulkit Samrat,Yami Gautam
Sanam Teri Kasam,1982.0,0.0,20,6.0,125.0,1671,983,Reena Roy,Jagdeep
Sanam Teri Kasam,2009.0,170.0,50,4.8,152.0,1374,1926,Atul Agnihotri,Pooja Bhatt
Sanam Teri Kasam,2016.0,154.0,320,7.4,10855.0,1985,2478,Harshvardhan Rane,Mawra Hocane
Sandakozhi,2005.0,151.0,1,6.9,594.0,1626,2495,Meera Jasmine,Raj Kiran
Sandeep Aur Pinky Faraar,2021.0,125.0,165,6.3,6489.0,710,1525,Arjun Kapoor,Jaideep Ahlawat
Sandhya,2003.0,0.0,427,5.8,17.0,2440,871,Raveena Tandon,Ashutosh Rana
Sandwich,2006.0,152.0,214,5.4,819.0,245,768,Raveena Tandon,Mahima Chaudhry
Sangam,1964.0,238.0,320,7.5,1611.0,2011,1671,Rajendra Kumar,Vyjayanthimala
Sangdil,1952.0,150.0,324,7.3,96.0,1960,1166,Dilip Kumar,Shammi
Sangdil Sanam,1994.0,156.0,327,4.2,522.0,2641,231,Beena Banerjee,Kishore Anand Bhanushali
Sange Meel Se Mulaqat,1989.0,90.0,241,8.1,22.0,856,503,Ain Rasheed Khan,0
Sangeet,1992.0,144.0,327,5.6,150.0,1169,1168,Jackie Shroff,Nitish Bharadwaj
Sangeet Samrat Tansen,1962.0,0.0,154,6.7,11.0,2337,464,Anita Guha,Mukri
Sangharsh,1999.0,127.0,29,6.8,5235.0,2879,1599,Akshay Kumar,Ashutosh Rana
Sangharsha,1993.0,0.0,0,7.1,17.0,2801,2061,Avinash,Ramesh Bhat
Sangram,1976.0,0.0,271,4.5,11.0,919,2085,Reena Roy,Danny Denzongpa
Sangram,1950.0,139.0,269,6.7,30.0,884,377,Nalini Jaywant,Shashi Kapoor
Sangram,1993.0,156.0,327,3.2,197.0,1374,109,Ayesha Jhulka,Karisma Kapoor
Sanjay,1995.0,0.0,216,3.5,16.0,2551,419,Shakti Kapoor,Sakshi Shivanand
Sanjeevani,2018.0,0.0,269,2.8,23.0,2229,1229,0,0
Sanjh Aur Savera,1964.0,134.0,282,7.0,50.0,963,1274,Guru Dutt,Mehmood
Sanjog,1943.0,122.0,172,6.9,13.0,42,1488,Anwar Hussain,Mehtab
Sanjog,1961.0,0.0,180,5.9,17.0,1873,1564,Anita Guha,Shubha Khote
Sanjog,1972.0,150.0,173,6.2,133.0,2343,1182,Amitabh Bachchan,Aruna Irani
Sanjog,1985.0,148.0,269,7.0,85.0,1169,920,Jaya Prada,Vinod Mehra
Sanju,2018.0,155.0,148,7.7,49199.0,2107,1761,Paresh Rawal,Manisha Koirala
Sankat City,2009.0,120.0,165,6.2,609.0,1782,1040,Rimi Sen,Anupam Kher
Sankham,2009.0,155.0,18,5.0,136.0,2683,2363,Trisha Krishnan,Chandramohan
Sankoch,1976.0,113.0,327,6.4,18.0,255,920,Sulakshana Pandit,Vikram Makandar
Sannata,1981.0,125.0,366,6.6,42.0,2666,2371,Vijay Arora,Birbal
Sansani: The Sensation,1981.0,0.0,427,4.9,9.0,997,2489,Bindiya Goswami,Kavita
Sansar,1971.0,0.0,282,6.7,7.0,713,1426,Anupama,Abhi Bhattacharya
Sansar,1987.0,0.0,269,6.9,166.0,2161,1819,Raj Babbar,Anupam Kher
Sanshodhan,1996.0,165.0,269,7.3,67.0,862,1225,Vanya Joshi,Kishore Kadam
Sant Dnyaneshwar,1940.0,139.0,350,7.9,45.0,3078,2090,Shahu Modak,Datta Dharmadhikari
Sant Dnyaneshwar,1940.0,137.0,147,8.1,9.0,3078,2090,Shahu Modak,Datta Dharmadhikari
Sant Gyaneshwar,1964.0,0.0,376,8.0,10.0,1458,2240,Surekha,Babloo
Sant Gyaneshwar,1982.0,129.0,161,6.5,10.0,2752,995,Mahesh Kothare,Dev Kumar
Sant Ravidas Ki Amar Kahani,1983.0,0.0,350,8.5,6.0,459,1314,Jeevan,Ashish Kumar
Sant Tukaram,1937.0,131.0,147,6.7,229.0,3078,2090,Vishnupant Pagnis,Gauri
Santa Banta Pvt Ltd,2016.0,112.0,165,2.8,247.0,149,512,Vir Das,Neha Dhupia
Santaan,1993.0,161.0,282,5.8,40.0,1669,920,Moushumi Chatterjee,Deepak Tijori
Santosh,1989.0,146.0,282,6.7,37.0,462,1231,Nirupa Roy,Rakhee Gulzar
Santosham,2002.0,150.0,327,7.1,545.0,628,580,Nagarjuna Akkineni,Shriya Saran
Sanyasi,1975.0,155.0,269,6.8,62.0,2691,1231,Hema Malini,Prem Nath
Sanyasi Mera Naam,1999.0,0.0,1,4.8,11.0,972,1759,Mithun Chakraborty,Siddharth Dhawan
Sapne Saajan Ke,1992.0,162.0,327,3.3,141.0,1374,871,Dimple Kapadia,Karisma Kapoor
Sapne Suhane,1961.0,0.0,409,4.6,5.0,1270,443,Geeta Bali,Chandrashekhar
Sapnon Ka Mandir,1991.0,0.0,29,4.3,20.0,1857,920,Jaya Prada,Johnny Lever
Sapnon Ka Saudagar,1968.0,168.0,409,7.2,80.0,1426,1671,Hema Malini,Jayant
Sapoot,1996.0,158.0,29,5.2,1041.0,1030,146,Sunil Shetty,Karisma Kapoor
Saqi,1952.0,0.0,358,6.7,13.0,920,1604,Madhubala,Bipin Gupta
Sar Ankhon Par,1999.0,0.0,269,6.4,85.0,885,283,Shruti Ulfat,Anuj Saxena
Sar Kati Laash,1999.0,0.0,363,3.1,7.0,2900,2051,Mac Mohan,Rakesh Pandey
Sar Utha Ke Jiyo,1998.0,0.0,77,2.5,149.0,2677,1406,Madhoo,Manek Bedi
Sara Akash,1969.0,100.0,269,7.2,60.0,476,1163,Rakesh Pandey,Dina Pathak
Sarabha,2018.0,137.0,350,6.8,65.0,1628,1404,Aakash Kumar Sehdev,Mishti
Sarala,1936.0,157.0,0,6.4,9.0,1917,1790,M. Kumar,I.A. Hafizji
Saranga,1961.0,130.0,50,4.5,24.0,702,2234,Jayshree Gadkar,Nilofar
Saraswathi Sabatham,1966.0,159.0,174,7.3,117.0,15,2106,Gemini Ganesan,Devika
Saraswatichandra,1968.0,156.0,327,6.4,127.0,865,1491,Manish,Vijaya Choudhury
Sarbjit,2016.0,131.0,151,7.3,4497.0,1747,1762,Aishwarya Rai Bachchan,Richa Chadha
Sardaar Gabbar Singh,2016.0,164.0,19,4.7,2361.0,1187,977,Tisca Chopra,Pawan Kalyan
Sardar,1993.0,175.0,153,7.9,715.0,1280,1523,Tom Alter,Deepika Amin
Sardar,1967.0,0.0,66,7.3,10.0,459,119,Helen,Sheikh Mukhtar
Sardar,1955.0,0.0,147,8.0,15.0,884,377,Bina Rai,Jagdish Sethi
Sardar Ka Grandson,2021.0,139.0,180,4.1,3773.0,1191,1441,Arjun Kapoor,Rakul Preet Singh
Sardari Begum,1996.0,116.0,269,6.6,189.0,2662,216,Kirron Kher,Smriti Mishra
Sa-Re-Ga-Ma-Pa,1972.0,0.0,186,4.4,7.0,2520,2291,Alka,Jagdeep
Sarfarosh,1985.0,157.0,269,5.2,37.0,1669,390,Kamini Bhatia,Bharat Bhushan
Sarfarosh,1999.0,174.0,39,8.1,24454.0,1120,19,Naseeruddin Shah,Sonali Bendre
Sargam,1979.0,145.0,396,6.8,159.0,1169,1836,Jaya Prada,Shashikala
Sargam,1950.0,135.0,282,6.9,33.0,1768,1671,Rehana,Om Prakash
Sargoshiyan,2017.0,106.0,269,6.2,33.0,973,2448,Indraneil Sengupta,Sara Khan
Sarhad,1960.0,118.0,269,7.5,20.0,2573,617,Suchitra Sen,Ragini
Sarhad Paar,2006.0,117.0,39,3.9,116.0,2163,1176,Tabu,Sanjay Dutt
Sarhad: The Border of Crime,1995.0,0.0,29,3.3,12.0,1419,1668,Farha Naaz,Deepak Tijori
Sarivar Sari,2005.0,126.0,269,7.0,39.0,804,1167,Mohan Joshi,Neena Kulkarni
Sarkar,2005.0,124.0,29,7.6,16038.0,2147,207,Abhishek Bachchan,Kay Kay Menon
Sarkar 3,2017.0,130.0,29,4.9,1905.0,2147,1225,Amitabh Bachchan,Yami Gautam
Sarkar Raj,2008.0,125.0,29,6.7,7295.0,2147,207,Abhishek Bachchan,Aishwarya Rai Bachchan
Sarkari Mehman,1979.0,135.0,282,4.8,10.0,1631,2487,Jasmin,Amjad Khan
Sarphira,1992.0,0.0,1,4.8,43.0,374,1970,Madhavi,Kimi Katkar
Sasti Dulhan Mahenga Dulha,1986.0,148.0,269,5.3,12.0,497,1171,Arun,Beena Banerjee
Sasural,1961.0,0.0,20,6.4,36.0,2863,1696,Saroja Devi B.,Mehmood
Sasural,1984.0,164.0,282,5.4,11.0,861,345,Sadhana Singh,Bharat Bhushan
Satah Se Uthata Aadmi,1980.0,114.0,269,6.7,68.0,1455,466,Vibhuti Jha,Satyen Kumar
Satellite Shankar,2019.0,135.0,39,6.3,928.0,995,2200,Anil Reji,Megha Akash
Sathyam,2008.0,137.0,39,5.0,210.0,2117,2495,Nayanthara,Brahmanandam
Sathyavaan Savithri,1977.0,0.0,153,5.3,18.0,1767,983,Sridevi,P.K. Abraham
Sati Naag Kanya,1983.0,0.0,275,5.6,11.0,459,1443,Vikram Gokhale,Manher Desai
Sati Savitri,1964.0,0.0,350,6.9,7.0,2582,1177,Anjali Devi,Jeevan
Satrangee Parachute,2011.0,115.0,173,5.3,66.0,3046,1975,Zakir Hussain,Lilliput
Satta,2003.0,153.0,218,6.8,544.0,1413,1792,Atul Kulkarni,Shri Vallabh Vyas
Satta Bazaar,1959.0,0.0,269,6.5,23.0,2235,1274,Balraj Sahni,Johnny Walker
Satte Pe Satta,1982.0,160.0,20,7.2,3139.0,2020,207,Hema Malini,Ranjeeta Kaur
Satya,1998.0,170.0,29,8.2,13918.0,2147,868,Manoj Bajpayee,Urmila Matondkar
Satya 2,2013.0,142.0,29,5.9,940.0,2147,1628,Sharwanand,Anaika Soti
Satyabhama,2007.0,0.0,327,3.8,8.0,2712,433,Babu Mohan,Raghu Babu
Satyagraha,2013.0,152.0,269,5.9,4964.0,1865,207,Kareena Kapoor,Ajay Devgn
Satyajit Ray,1982.0,131.0,244,7.2,103.0,2662,2434,Smita Patil,Om Puri
Satyakam,1969.0,175.0,269,8.2,690.0,963,377,Dharmendra,Sharmila Tagore
Satyam Shivam Sundaram: Love Sublime,1978.0,172.0,327,7.1,999.0,2011,2083,Zeenat Aman,Kanhaiyalal Chaturvedi
Satyamev Jayate,1987.0,0.0,39,6.7,94.0,2020,2487,Meenakshi Sheshadri,Madhavi
Satyameva Jayate,2000.0,141.0,240,5.2,90.0,3029,2292,Aishwarya,Baburaj
Satyameva Jayate,2018.0,140.0,29,5.7,6302.0,1544,938,Manoj Bajpayee,Aisha Sharma
Satyavati,2016.0,0.0,216,8.2,94.0,663,866,Shwetha Gupta,Anmol Jai
Sau Crore,1991.0,158.0,408,4.0,46.0,671,617,Sonika Gill,Vikram Gokhale
Sau Din Saas Ke,1980.0,0.0,269,6.0,40.0,3022,377,Raj Babbar,Reena Roy
Sau Jhooth Ek Sach,2004.0,110.0,336,7.2,70.0,472,1187,Lillete Dubey,Joy Sengupta
Sau Saal Baad,1989.0,0.0,363,3.4,17.0,1561,811,Sahila Chaddha,Suraj Chaddha
Sauda,1995.0,132.0,409,3.8,24.0,2178,2253,Neelam Kothari,Vikas Bhalla
Saudagar,1973.0,131.0,282,7.2,733.0,2751,207,Nutan,Trilok Kapoor
Saudagar,1991.0,213.0,50,6.8,1279.0,2731,658,Raaj Kumar,Vivek Mushran
Saugandh,1991.0,153.0,50,5.8,925.0,2020,1736,Akshay Kumar,Shanti Priya
Saugandh Geeta Ki,2001.0,97.0,1,3.8,6.0,3098,862,Hemant Birje,Pinky Chinoy
Sautela,1999.0,139.0,1,4.7,13.0,2161,2473,Mithun Chakraborty,Gulshan Grover
Sautela Bhai,1962.0,0.0,282,7.3,10.0,1426,308,Bagla,S.N. Banerjee
Sautela Bhai,1996.0,144.0,269,6.0,25.0,448,1703,Raj Babbar,Kumar Gaurav
Savera,1958.0,0.0,218,7.2,9.0,2520,377,Meena Kumari,Bipin Gupta
Saveray Wali Gaadi,1986.0,135.0,269,6.2,58.0,503,2271,Poonam Dhillon,Prem Chopra
Sawaal,1982.0,123.0,291,6.1,56.0,2183,1981,Waheeda Rehman,Shashi Kapoor
Sawan Bhadon,1970.0,155.0,80,6.5,41.0,1568,1426,Rekha,Shyama
Sawan Ki Ghata,1966.0,136.0,396,6.3,55.0,2564,1231,Sharmila Tagore,Mumtaz
Sawan Ko Aane Do,1979.0,153.0,388,7.6,64.0,1225,1841,Arun Govil,Jankidas
Say Salaam India: 'Let's Bring the Cup Home',2007.0,130.0,334,6.3,94.0,2732,1196,Milind Soman,Sanjay Suri
Say Yes to Love,2012.0,115.0,409,5.5,14.0,1436,1431,Salim Khan,Kunal Shamshere Malla
Sayonee,2020.0,111.0,71,7.6,566.0,1729,36,Tanmay Ssingh,Musskan Sethi
Sazaa,1951.0,111.0,282,6.2,36.0,769,617,Nimmi,Shyama
Sazaa,1972.0,0.0,84,5.0,6.0,566,377,Pran,Kabir Bedi
Sazaye Maut,1981.0,0.0,218,7.0,80.0,3000,1406,Radha Saluja,Naresh Suri
School,2004.0,0.0,269,6.6,13.0,1897,2528,Ravi Behl,Siddharth Dhamija
School Girl,1999.0,0.0,269,8.0,50.0,1301,312,Raj Premi,Jyoti Rana
School Master,1958.0,185.0,0,7.0,18.0,437,428,M.V. Rajamma,Dikki Madhava Rao
Scorned,2020.0,104.0,427,2.5,25.0,2881,2337,Pooja Joshi,Paras Randhawa
Scotland,2019.0,120.0,216,5.3,406.0,1477,60,Khushboo Purohit,Chetan Pandit
Scream of the Ants,2006.0,85.0,103,6.0,856.0,1585,1186,Mahnour Shadzi,Karl Maass
Searching for Sheela,2021.0,58.0,245,4.1,553.0,2565,1156,Shoma Chaudhury,Anurag Chauhan
Seasons Greeting,2019.0,47.0,269,6.5,32.0,2149,1137,Shree Ghatak,Celina Jaitly
Second Hand Husband,2015.0,105.0,208,3.8,156.0,2684,632,Sanjay Mishra,Vijay Raaz
Second Marriage Dot Com,2012.0,130.0,269,7.5,55.0,817,2224,Syna Anand,Raman Atre
Secret Attack,2020.0,0.0,269,8.6,21.0,943,1544,Brijendra Kala,Ashutosh Kaushik
Secret Superstar,2017.0,150.0,314,7.8,21923.0,94,2543,Meher Vij,Raj Arjun
Secrets of Sinauli,2021.0,56.0,261,9.3,1373.0,1988,1225,R.S. Bhist,K.N. Dixit
Secrets of the Seven Sounds,2008.0,0.0,137,3.8,9.0,2101,1533,Gaurav Kapoor,Koel Purie
Section 375,2019.0,124.0,224,8.1,13045.0,109,149,Richa Chadha,Rahul Bhatt
Seeking Happily Ever After,2018.0,104.0,327,6.8,1117.0,917,2109,Anshuman Jha,Ekavali Khanna
Seeking True Love,2017.0,116.0,208,7.5,20275.0,397,422,Kriti Sanon,Rajkummar Rao
Seema,1971.0,0.0,282,6.0,13.0,2824,1735,Kabir Bedi,Simi Garewal
Seema,1955.0,140.0,269,6.8,103.0,212,1491,Balraj Sahni,Sunder
Seepeeyan,1984.0,0.0,269,6.8,12.0,145,1495,Ranjeet,Debashree Roy
Seeta,1934.0,0.0,0,6.4,9.0,637,1353,Dhiraj Bhattacharya,Gul Hamid
Seeta Aur Geeta,1972.0,162.0,94,6.8,1768.0,2182,632,Sanjeev Kumar,Hema Malini
Seetharamula Kalyanam Lankalo,2010.0,142.0,20,4.4,119.0,3101,790,Nithiin,Ali
Seevalaperi Pandi,1994.0,114.0,84,6.8,44.0,1895,93,Napolean,R.P. Vishwam
Sehar,2005.0,125.0,29,7.7,2082.0,1192,342,Pankaj Kapur,Mahima Chaudhry
Sehra,1963.0,0.0,327,6.0,40.0,2580,1962,Lalita Pawar,Prashanth
Sengottai,1996.0,150.0,1,6.9,15.0,561,1681,Rajan P. Dev,Meena
Serious Men,2020.0,114.0,172,6.8,6382.0,2754,1898,Nawazuddin Siddiqui,Nassar
Setters,2019.0,126.0,427,5.3,246.0,396,2122,Aftab Shivdasani,Sonnalli Seygall
Sewak,1975.0,0.0,269,6.7,9.0,2331,2487,Neetu Singh,Ranjeet
Shaadi,1962.0,0.0,20,7.2,28.0,1953,1878,Balraj Sahni,Saira Banu
Shaadi Abhi Baaki Hai,2017.0,127.0,269,5.2,11.0,1501,196,Prem Chopra,Sonika Chopra
Shaadi Ka Laddoo,2004.0,0.0,162,5.1,99.0,2012,1979,Mandira Bedi,Aashish Chaudhary
Shaadi Karke Phas Gaya Yaar,2006.0,152.0,180,4.1,1143.0,1181,1940,Shilpa Shetty Kundra,Reema Lagoo
Shaadi Ke Baad,1972.0,134.0,162,5.1,28.0,1363,920,Rakhee Gulzar,Shatrughan Sinha
Shaadi ke patasey,2019.0,90.0,269,6.9,7.0,2549,329,Tariq Imtyaz,Mushtaq Ali
Shaadi Ke Side Effects,2014.0,145.0,208,5.6,3882.0,2395,704,Vidya Balan,Vir Das
Shaadi Mein Zaroor Aana,2017.0,137.0,327,7.6,13387.0,2210,1719,Kriti Kharbanda,K.K. Raina
Shaadi No. 1,2005.0,129.0,162,3.5,892.0,630,701,Zayed Khan,Sharman Joshi
Shaadi Se Pehle,2006.0,122.0,204,4.1,737.0,2509,149,Ayesha Takia,Mallika Sherawat
Shaadi Teri Bajayenge Hum Band,2018.0,140.0,162,4.9,180.0,879,1649,Radha Bhatt,Shrashti Maheshwari
Shaadisthan,2021.0,94.0,317,6.0,191.0,2026,1484,Sanjay Dadhich,Kirti Kulhari
Shaan,1980.0,181.0,5,7.1,2596.0,2182,2263,Shashi Kapoor,Amitabh Bachchan
Shaandaar,2015.0,144.0,180,3.5,5250.0,3031,2043,Alia Bhatt,Pankaj Kapur
Shaapit: The Cursed,2010.0,145.0,121,5.4,844.0,3035,79,Shweta Agarwal,Shubh Joshi
Shaayad,1979.0,0.0,269,5.3,14.0,1406,2452,Neeta Mehta,Naseeruddin Shah
Shabab,1954.0,0.0,327,5.5,25.0,1392,464,Nutan,Shyam Kumar
Shabd,2005.0,140.0,336,5.1,1359.0,1380,1970,Aishwarya Rai Bachchan,Zayed Khan
Shabnam,1949.0,154.0,291,6.6,32.0,518,658,Shyama,Cuckoo
Shabnam,1964.0,0.0,4,5.4,18.0,402,1289,L. Vijayalakshmi,Sheikh Mukhtar
Shabnam Mausi,2005.0,150.0,17,6.2,56.0,3113,383,Sujeet Chaubey,Rashami Desai
Shabri,2011.0,98.0,29,5.6,136.0,1367,858,Raj Arjun,Manish Wadhwa
Shackle,2015.0,99.0,269,7.4,20.0,642,2327,Chetan Sharma,Harish Hariaudh
Shadi Ki Raat,1935.0,0.0,363,5.1,8.0,1563,1401,S.B. Nayampalli,Fatty Prasad
Shadow,2009.0,0.0,29,4.9,55.0,2278,1948,Shruti Agarwal,Hrishitaa Bhatt
Shadyantra,1990.0,0.0,29,5.3,15.0,2039,810,Raja Bundela,Pankaj Kapur
Shagird,1967.0,0.0,204,7.0,123.0,2418,946,Saira Banu,I.S. Johar
Shagird,2011.0,143.0,29,7.1,1946.0,2909,1390,Mohit Ahlawat,Rimi Sen
Shahe Iran,1934.0,0.0,0,6.0,8.0,1513,0,0,0
Shaheed,1948.0,164.0,327,7.2,74.0,2181,658,Kamini Kaushal,Chandra Mohan
Shaheed,1965.0,150.0,153,7.9,344.0,2314,990,Nirupa Roy,Anand Kumar
Shaheed Bhagat Singh,1963.0,0.0,161,6.8,24.0,2570,1604,Achala Sachdev,D.K. Sapru
Shaheed- E- Aazam,2018.0,0.0,147,6.1,7.0,340,2144,Prashant Kumar,Rahul Pathak
Shaheed-E-Azad Bhagat Singh,1954.0,0.0,0,7.5,13.0,1908,2167,Cuckoo,Paidi Jairaj
Shaheed-E-Azam,2002.0,173.0,153,6.8,27.0,2770,2198,Manav Vij,Binnu Dhillon
Shahenshah,1988.0,175.0,2,6.3,1945.0,2911,207,Meenakshi Sheshadri,Rohini Hattangadi
Shahenshah,1953.0,123.0,1,4.6,9.0,212,1769,Shakila,K.N. Singh
Shahid,2012.0,129.0,151,8.2,15659.0,901,1719,Prabhleen Sandhu,Mohd. Zeeshan Ayyub
Shahjehan,1946.0,121.0,305,6.9,30.0,42,968,Ragini,Rehman
Shahji ki Advice,2006.0,73.0,162,7.4,25.0,1061,1732,Jaspal Bhatti,Shail Chaturvedi
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010.0,89.0,172,5.0,1043.0,1441,2303,Nagesh Bhonsle,Pritika Chawla
Shair,1949.0,138.0,409,7.1,21.0,589,2281,Dev Anand,Kamini Kaushal
Shaitaan,1974.0,121.0,29,5.4,19.0,783,2085,Sharmila Tagore,Anil Dhawan
Shaitan,2011.0,121.0,29,7.2,8146.0,484,980,Shiv Panditt,Gulshan Devaiah
Shaitan Mujrim,1979.0,0.0,99,6.2,10.0,1691,1733,Jyoti Matwankar,Dev Kumar
Shaitani Atma,1998.0,0.0,363,3.2,6.0,910,2194,Shweta Phule,Ghanshyam
Shaitani Dracula,2006.0,79.0,363,4.3,6.0,910,501,Ramesh Goyal,Manmauji
Shaitani Ilaaka,1990.0,128.0,363,4.8,51.0,1296,2262,Shehnaz Kudia,Neelam Mehra
Shakaal,1994.0,0.0,1,5.4,12.0,2535,608,Kanaka,Rajinikanth
Shakal Pe Mat Ja,2011.0,140.0,165,4.9,39.0,2656,2128,Pratik Katare,Harsh Parekh
Shakalaka Boom Boom,2007.0,129.0,320,2.3,604.0,2790,509,Upen Patel,Celina Jaitly
Shakeela,2020.0,126.0,151,3.2,528.0,984,1517,Richa Chadha,Rajeev Pillai
Shakespeare-Wallah,1965.0,120.0,327,6.8,685.0,1053,2083,Felicity Kendal,Geoffrey Kendal
Shakka,1981.0,0.0,1,5.4,10.0,2665,920,Simple Kapadia,Zaheera
Shakthi: The Power,2002.0,170.0,39,6.0,4669.0,1331,1026,Nana Patekar,Sanjay Kapoor
Shakti,1982.0,166.0,29,7.7,1959.0,2182,658,Amitabh Bachchan,Rakhee Gulzar
Shaktiman,1993.0,155.0,50,2.6,176.0,1172,109,Karisma Kapoor,Mukesh Khanna
Shakuntala,1947.0,76.0,269,6.7,6.0,2580,1099,Jayashree,Chandra Mohan
Shakuntala Devi,2020.0,127.0,151,6.1,8456.0,289,2436,Adi Chugh,Sanya Malhotra
Shalimar,1978.0,137.0,5,6.3,529.0,1330,632,Zeenat Aman,Rex Harrison
Sham Ghansham,1998.0,160.0,39,3.5,61.0,375,1736,Chandrachur Singh,Arbaaz Khan
Shama,1981.0,0.0,225,6.9,13.0,1644,755,Shabana Azmi,Aruna Irani
Shama,1961.0,149.0,320,6.5,10.0,1382,1461,Vijay Dutt,M. Kumar
Shama Parwana,1954.0,147.0,327,6.6,23.0,612,2281,Shammi Kapoor,Mubarak
Shamitabh,2015.0,155.0,269,6.8,7099.0,1949,207,Dhanush,Akshara Haasan
Shanakht,1989.0,0.0,269,4.4,13.0,2911,207,Madhuri Dixit,Madhavi
Shandaar,1974.0,145.0,282,6.8,29.0,1953,1878,Sanjeev Kumar,Sharmila Tagore
Shandar,1990.0,146.0,20,5.2,42.0,3050,1305,Meenakshi Sheshadri,Juhi Chawla
Shanghai,2012.0,120.0,224,7.2,9804.0,710,694,Abhay Deol,Prasenjit Chatterjee
Shankar Dada,1976.0,130.0,269,6.5,26.0,2617,377,Shashi Kapoor,Neetu Singh
Shankar Hussain,1977.0,0.0,269,6.5,15.0,3124,1564,Kanwaljit Singh,Madhu Chanda
Shankar Khan,1966.0,140.0,51,5.6,5.0,1659,1613,Dara Singh,Randhawa
Shankar Shambhu,1976.0,137.0,29,5.5,25.0,566,715,Vinod Khanna,Sulakshana Pandit
Shankara,1991.0,0.0,1,5.4,47.0,2742,2271,Neelam Kothari,Alpana
Shanti Kranti,1991.0,142.0,71,6.0,101.0,2951,1379,V. Ravichandran,Juhi Chawla
Shapath,1984.0,128.0,1,4.3,11.0,2231,1668,Smita Patil,Ranjeet
Shapath,1997.0,140.0,1,5.5,90.0,2095,1305,Vineeta,Jackie Shroff
Shaque,1976.0,0.0,269,7.1,50.0,3032,349,Vinod Khanna,Shabana Azmi
Sharaabi,1984.0,180.0,180,7.4,2716.0,1868,207,Bharat Bhushan,Chandrashekhar
Sharabi,1964.0,0.0,320,7.5,71.0,2023,617,Madhubala,Daisy Irani
Sharada,1957.0,128.0,329,6.6,101.0,1363,1671,Meena Kumari,Shyama
Sharafat,1970.0,120.0,327,7.1,77.0,400,377,Dharmendra,Hema Malini
Sharafat Chhod Di Main Ne,1976.0,115.0,269,5.8,24.0,1029,715,Hema Malini,Neetu Singh
Sharafat Gayi Tel Lene,2015.0,108.0,179,4.9,273.0,878,2548,Tina Desai,Anupam Kher
